order_id,customer_id,store_id,order_date,channel,payment_method,order_status
O023553,C00881,ONLINE,2025-03-15,Online,Debit Card,Completed
O023554,C01182,ST005,2025-12-30,Physical Store,Debit Card,Completed
O023555,C00482,ONLINE,2026-05-11,Online,Debit Card,Completed
O023556,C00716,ONLINE,2026-08-01,Online,Debit Card,Completed
O023557,C01774,ONLINE,2025-10-14,Online,UPI,Completed
O023558,C02356,ONLINE,2025-08-04,Online,Net Banking,Completed
O023559,C01174,ONLINE,2025-02-19,Online,Net Banking,Completed
O023560,C00286,ST004,2025-02-05,Physical Store,UPI,Completed
O023561,C00489,ONLINE,2024-11-19,Online,Credit Card,Completed
O023562,C04635,ST005,2025-02-09,Physical Store,UPI,Completed
O023563,C04102,ST003,2024-09-30,Physical Store,UPI,Completed
O023564,C00575,ST002,2025-10-06,Physical Store,Debit Card,Completed
O023565,C00735,ST003,2026-02-08,Physical Store,UPI,Completed
O023566,C02371,ONLINE,2026-08-03,Online,UPI,Completed
O023567,C01628,ST003,2025-07-28,Physical Store,UPI,Completed
O023568,C01750,ST005,2026-02-21,Physical Store,Wallet,Completed
O023569,C02699,ONLINE,2026-07-09,Online,UPI,Completed
O023570,C04212,ST001,2024-12-26,Physical Store,UPI,Completed
O023571,C04161,ONLINE,2025-07-29,Online,UPI,Completed
O023572,C04754,ST005,2025-07-13,Physical Store,Debit Card,Completed
O023573,C01309,ONLINE,2026-03-02,Online,UPI,Completed
O023574,C04934,ONLINE,2026-06-07,Online,Debit Card,Cancelled
O023575,C03003,ST002,2025-12-21,Physical Store,UPI,Completed
O023576,C04885,ONLINE,2026-05-16,Online,Debit Card,Completed
O023577,C03063,ONLINE,2025-11-04,Online,UPI,Completed
O023578,C01124,ONLINE,2026-04-28,Online,UPI,Completed
O023579,C03373,ST001,2025-01-06,Physical Store,UPI,Completed
O023580,C01997,ST003,2025-07-13,Physical Store,Credit Card,Completed
O023581,C04988,ST004,2025-10-26,Physical Store,UPI,Completed
O023582,C03396,ONLINE,2025-09-01,Online,Credit Card,Completed
O023583,C00076,ST005,2025-10-14,Physical Store,UPI,Completed
O023584,C00036,ST003,2024-11-24,Physical Store,Credit Card,Completed
O023585,C01094,ONLINE,2026-05-29,Online,Wallet,Completed
O023586,C00709,ONLINE,2025-05-12,Online,UPI,Completed
O023587,C02028,ST001,2026-02-05,Physical Store,Debit Card,Completed
O023588,C00276,ST003,2026-05-02,Physical Store,UPI,Completed
O023589,C01501,ONLINE,2026-03-29,Online,UPI,Returned
O023590,C04452,ONLINE,2025-03-01,Online,Debit Card,Completed
O023591,C02610,ONLINE,2024-09-10,Online,UPI,Completed
O023592,C00801,ONLINE,2025-04-16,Online,Net Banking,Completed
O023593,C04899,ONLINE,2025-09-04,Online,UPI,Completed
O023594,C02011,ST002,2025-01-01,Physical Store,UPI,Completed
O023595,C03997,ONLINE,2024-12-28,Online,UPI,Completed
O023596,C01551,ONLINE,2025-10-14,Online,Net Banking,Cancelled
O023597,C01252,ST005,2025-12-25,Physical Store,Debit Card,Completed
O023598,C00206,ONLINE,2025-08-08,Online,UPI,Completed
O023599,C04452,ONLINE,2024-11-23,Online,Credit Card,Cancelled
O023600,C01562,ST005,2025-09-18,Physical Store,UPI,Completed
O023601,C00874,ONLINE,2026-02-25,Online,UPI,Completed
O023602,C01958,ONLINE,2025-01-28,Online,Debit Card,Completed
O023603,C03256,ST002,2024-12-30,Physical Store,UPI,Completed
O023604,C04873,ST002,2025-09-19,Physical Store,UPI,Completed
O023605,C02768,ONLINE,2024-11-12,Online,UPI,Completed
O023606,C01574,ONLINE,2024-11-01,Online,Wallet,Completed
O023607,C03976,ONLINE,2024-12-07,Online,Net Banking,Completed
O023608,C03512,ONLINE,2025-09-20,Online,Wallet,Completed
O023609,C01065,ST004,2025-11-23,Physical Store,UPI,Completed
O023610,C00963,ST003,2026-07-21,Physical Store,UPI,Completed
O023611,C01796,ONLINE,2026-04-29,Online,UPI,Cancelled
O023612,C04964,ST003,2025-06-01,Physical Store,UPI,Completed
O023613,C04169,ONLINE,2025-11-25,Online,UPI,Cancelled
O023614,C01166,ONLINE,2024-11-04,Online,Debit Card,Completed
O023615,C03350,ST001,2025-04-11,Physical Store,Debit Card,Completed
O023616,C03026,ONLINE,2025-04-16,Online,UPI,Completed
O023617,C02205,ST004,2025-06-02,Physical Store,Debit Card,Completed
O023618,C02358,ONLINE,2025-08-21,Online,UPI,Completed
O023619,C03356,ST004,2025-02-10,Physical Store,Debit Card,Completed
O023620,C02188,ONLINE,2024-10-01,Online,Credit Card,Completed
O023621,C04652,ST004,2026-01-21,Physical Store,Credit Card,Completed
O023622,C00471,ONLINE,2025-01-19,Online,Credit Card,Completed
O023623,C04663,ST004,2025-05-03,Physical Store,Credit Card,Completed
O023624,C03504,ONLINE,2024-09-05,Online,Debit Card,Completed
O023625,C04852,ST002,2025-05-24,Physical Store,UPI,Completed
O023626,C03233,ONLINE,2025-06-06,Online,Wallet,Cancelled
O023627,C02355,ST001,2025-11-08,Physical Store,Debit Card,Completed
O023628,C00087,ST003,2025-09-04,Physical Store,UPI,Completed
O023629,C04143,ONLINE,2025-08-09,Online,UPI,Completed
O023630,C03563,ONLINE,2026-01-08,Online,Debit Card,Completed
O023631,C03340,ST004,2025-04-22,Physical Store,Credit Card,Completed
O023632,C03228,ST005,2024-08-28,Physical Store,UPI,Cancelled
O023633,C02820,ST002,2024-11-06,Physical Store,Credit Card,Completed
O023634,C03202,ONLINE,2025-03-28,Online,Net Banking,Completed
O023635,C02454,ONLINE,2025-06-17,Online,UPI,Completed
O023636,C03204,ONLINE,2026-02-01,Online,Net Banking,Completed
O023637,C00783,ONLINE,2026-01-20,Online,Net Banking,Completed
O023638,C03946,ST003,2024-12-10,Physical Store,UPI,Completed
O023639,C01657,ST005,2024-09-27,Physical Store,UPI,Completed
O023640,C01460,ONLINE,2025-06-04,Online,Debit Card,Completed
O023641,C01624,ST001,2026-06-11,Physical Store,Credit Card,Completed
O023642,C02611,ST003,2026-07-20,Physical Store,UPI,Completed
O023643,C04266,ST001,2025-08-22,Physical Store,UPI,Completed
O023644,C01876,ONLINE,2026-01-22,Online,Net Banking,Completed
O023645,C00500,ONLINE,2026-01-05,Online,UPI,Completed
O023646,C01792,ONLINE,2026-03-27,Online,Credit Card,Completed
O023647,C03867,ST003,2026-03-17,Physical Store,Debit Card,Completed
O023648,C00704,ONLINE,2026-05-27,Online,UPI,Completed
O023649,C02298,ONLINE,2025-06-17,Online,Net Banking,Completed
O023650,C03515,ONLINE,2026-08-14,Online,Credit Card,Completed
O023651,C02962,ST001,2025-08-10,Physical Store,UPI,Completed
O023652,C02302,ST001,2026-06-17,Physical Store,Credit Card,Completed
O023653,C02995,ONLINE,2025-06-10,Online,UPI,Returned
O023654,C03072,ONLINE,2026-03-06,Online,UPI,Completed
O023655,C00676,ST003,2024-11-22,Physical Store,Net Banking,Completed
O023656,C04193,ST005,2025-05-31,Physical Store,Debit Card,Completed
O023657,C04615,ONLINE,2025-05-10,Online,UPI,Completed
O023658,C00293,ONLINE,2026-02-20,Online,UPI,Completed
O023659,C03074,ONLINE,2025-01-29,Online,Wallet,Completed
O023660,C00634,ST003,2026-05-12,Physical Store,Debit Card,Completed
O023661,C01960,ONLINE,2026-04-05,Online,Net Banking,Completed
O023662,C00340,ONLINE,2026-02-20,Online,Credit Card,Completed
O023663,C02717,ST002,2026-08-07,Physical Store,Debit Card,Completed
O023664,C02425,ONLINE,2025-05-04,Online,UPI,Completed
O023665,C00809,ST005,2025-07-18,Physical Store,UPI,Completed
O023666,C03800,ONLINE,2025-02-12,Online,Net Banking,Cancelled
O023667,C01101,ST004,2025-05-29,Physical Store,Net Banking,Cancelled
O023668,C04691,ONLINE,2026-06-21,Online,UPI,Completed
O023669,C01659,ST003,2025-04-28,Physical Store,Credit Card,Completed
O023670,C01402,ST001,2026-05-14,Physical Store,UPI,Completed
O023671,C04981,ST002,2025-10-05,Physical Store,UPI,Completed
O023672,C04476,ST005,2025-02-14,Physical Store,UPI,Completed
O023673,C01707,ONLINE,2025-03-01,Online,Debit Card,Completed
O023674,C04059,ONLINE,2024-09-30,Online,Credit Card,Completed
O023675,C00900,ST001,2025-06-24,Physical Store,UPI,Completed
O023676,C00690,ONLINE,2025-09-08,Online,Credit Card,Completed
O023677,C02434,ST001,2025-09-14,Physical Store,Net Banking,Completed
O023678,C04102,ONLINE,2026-05-22,Online,Net Banking,Completed
O023679,C01791,ONLINE,2026-04-26,Online,Debit Card,Completed
O023680,C00559,ST004,2025-04-23,Physical Store,UPI,Cancelled
O023681,C00007,ONLINE,2025-06-05,Online,UPI,Completed
O023682,C01431,ONLINE,2026-08-04,Online,UPI,Completed
O023683,C03438,ST005,2026-04-18,Physical Store,UPI,Completed
O023684,C02115,ST003,2025-01-15,Physical Store,Debit Card,Completed
O023685,C03563,ONLINE,2025-06-22,Online,Credit Card,Completed
O023686,C00374,ONLINE,2026-04-04,Online,UPI,Completed
O023687,C01708,ONLINE,2025-02-24,Online,Net Banking,Returned
O023688,C00793,ST002,2024-12-27,Physical Store,UPI,Completed
O023689,C04496,ONLINE,2026-08-05,Online,UPI,Completed
O023690,C03922,ST005,2026-04-04,Physical Store,UPI,Completed
O023691,C01744,ONLINE,2026-01-24,Online,UPI,Completed
O023692,C03993,ONLINE,2026-03-16,Online,UPI,Completed
O023693,C02915,ONLINE,2025-11-25,Online,UPI,Returned
O023694,C04582,ST005,2025-05-21,Physical Store,Debit Card,Completed
O023695,C00732,ST001,2026-03-17,Physical Store,Debit Card,Completed
O023696,C02632,ONLINE,2025-03-05,Online,UPI,Completed
O023697,C02039,ST003,2025-10-25,Physical Store,Credit Card,Completed
O023698,C03979,ST001,2025-01-31,Physical Store,UPI,Completed
O023699,C03870,ONLINE,2025-04-25,Online,UPI,Completed
O023700,C04076,ONLINE,2025-02-18,Online,Credit Card,Completed
O023701,C03866,ST001,2025-11-24,Physical Store,Credit Card,Completed
O023702,C01070,ONLINE,2025-02-05,Online,Debit Card,Completed
O023703,C02343,ST002,2026-05-23,Physical Store,UPI,Completed
O023704,C02676,ST005,2026-08-14,Physical Store,UPI,Completed
O023705,C03359,ONLINE,2026-03-10,Online,UPI,Completed
O023706,C04189,ONLINE,2025-11-23,Online,UPI,Completed
O023707,C01604,ST003,2026-01-02,Physical Store,UPI,Returned
O023708,C01293,ONLINE,2025-01-09,Online,Credit Card,Completed
O023709,C03279,ONLINE,2025-08-31,Online,UPI,Completed
O023710,C00208,ST002,2025-04-21,Physical Store,Credit Card,Completed
O023711,C04921,ST003,2025-06-20,Physical Store,UPI,Completed
O023712,C02798,ST001,2025-08-10,Physical Store,Net Banking,Completed
O023713,C02414,ONLINE,2026-03-24,Online,Credit Card,Completed
O023714,C04269,ONLINE,2025-12-04,Online,Credit Card,Completed
O023715,C01130,ONLINE,2025-08-17,Online,UPI,Cancelled
O023716,C02183,ST001,2025-07-14,Physical Store,UPI,Cancelled
O023717,C03305,ST002,2024-12-06,Physical Store,Credit Card,Completed
O023718,C00925,ONLINE,2026-04-08,Online,Debit Card,Completed
O023719,C04987,ONLINE,2024-12-24,Online,UPI,Completed
O023720,C04833,ONLINE,2025-04-14,Online,Debit Card,Returned
O023721,C00598,ST003,2026-01-18,Physical Store,UPI,Completed
O023722,C00439,ONLINE,2026-08-08,Online,Net Banking,Completed
O023723,C03143,ST002,2025-01-18,Physical Store,UPI,Completed
O023724,C03537,ONLINE,2025-08-24,Online,Credit Card,Completed
O023725,C03730,ONLINE,2025-08-31,Online,UPI,Completed
O023726,C00201,ST005,2026-01-02,Physical Store,Net Banking,Completed
O023727,C02752,ONLINE,2025-05-30,Online,Wallet,Completed
O023728,C02016,ONLINE,2024-12-27,Online,UPI,Completed
O023729,C04412,ONLINE,2025-12-25,Online,Credit Card,Completed
O023730,C00841,ONLINE,2025-12-07,Online,UPI,Completed
O023731,C01736,ST003,2026-05-04,Physical Store,Credit Card,Completed
O023732,C04677,ONLINE,2025-11-03,Online,UPI,Completed
O023733,C00079,ONLINE,2024-08-31,Online,UPI,Completed
O023734,C04866,ONLINE,2024-08-29,Online,Credit Card,Completed
O023735,C02846,ST004,2024-12-01,Physical Store,Debit Card,Completed
O023736,C04948,ONLINE,2026-01-07,Online,Credit Card,Completed
O023737,C00552,ONLINE,2026-06-01,Online,UPI,Completed
O023738,C00066,ST005,2024-09-25,Physical Store,Debit Card,Completed
O023739,C03368,ST001,2026-07-17,Physical Store,UPI,Completed
O023740,C02289,ONLINE,2025-05-27,Online,Credit Card,Completed
O023741,C01736,ST002,2024-11-02,Physical Store,Wallet,Completed
O023742,C01196,ONLINE,2025-04-01,Online,Net Banking,Cancelled
O023743,C02601,ONLINE,2026-03-05,Online,UPI,Completed
O023744,C00271,ONLINE,2024-12-06,Online,UPI,Completed
O023745,C03883,ONLINE,2026-01-21,Online,UPI,Completed
O023746,C00171,ST005,2024-12-16,Physical Store,UPI,Completed
O023747,C04243,ONLINE,2024-10-18,Online,UPI,Completed
O023748,C03152,ST004,2026-02-12,Physical Store,UPI,Completed
O023749,C01830,ONLINE,2025-12-19,Online,Credit Card,Returned
O023750,C03239,ONLINE,2025-02-22,Online,Wallet,Completed
O023751,C02568,ST004,2024-12-11,Physical Store,UPI,Completed
O023752,C03911,ONLINE,2025-08-22,Online,UPI,Completed
O023753,C01785,ONLINE,2025-04-17,Online,UPI,Completed
O023754,C04095,ST005,2026-03-31,Physical Store,UPI,Completed
O023755,C04460,ST005,2025-05-27,Physical Store,Debit Card,Completed
O023756,C01887,ST004,2025-03-23,Physical Store,UPI,Completed
O023757,C04012,ST002,2025-08-16,Physical Store,UPI,Completed
O023758,C03160,ST003,2025-07-01,Physical Store,UPI,Completed
O023759,C03386,ONLINE,2025-04-15,Online,Net Banking,Completed
O023760,C00165,ONLINE,2026-01-22,Online,Wallet,Completed
O023761,C01951,ONLINE,2025-10-23,Online,Debit Card,Returned
O023762,C00967,ST002,2026-05-21,Physical Store,Net Banking,Completed
O023763,C02534,ONLINE,2024-11-26,Online,Debit Card,Completed
O023764,C04052,ST005,2025-08-09,Physical Store,Credit Card,Completed
O023765,C00199,ONLINE,2026-02-12,Online,Credit Card,Completed
O023766,C02001,ONLINE,2026-03-04,Online,Wallet,Completed
O023767,C02433,ST003,2025-09-16,Physical Store,UPI,Completed
O023768,C04141,ONLINE,2025-03-05,Online,UPI,Completed
O023769,C02737,ONLINE,2026-08-03,Online,UPI,Completed
O023770,C00969,ONLINE,2024-08-20,Online,UPI,Completed
O023771,C00521,ONLINE,2026-08-04,Online,Credit Card,Completed
O023772,C00657,ST001,2026-01-07,Physical Store,UPI,Completed
O023773,C02046,ONLINE,2026-04-06,Online,Credit Card,Completed
O023774,C01079,ONLINE,2025-12-13,Online,Credit Card,Cancelled
O023775,C02002,ST004,2026-01-29,Physical Store,Debit Card,Completed
O023776,C02319,ST005,2025-07-10,Physical Store,Debit Card,Completed
O023777,C02958,ST002,2026-07-17,Physical Store,UPI,Completed
O023778,C00440,ONLINE,2024-10-21,Online,Wallet,Completed
O023779,C03309,ST004,2026-06-15,Physical Store,UPI,Completed
O023780,C00385,ST004,2026-07-09,Physical Store,Net Banking,Completed
O023781,C02930,ONLINE,2025-09-06,Online,UPI,Completed
O023782,C02971,ST003,2026-02-03,Physical Store,Credit Card,Completed
O023783,C04214,ST004,2025-03-26,Physical Store,Net Banking,Completed
O023784,C03420,ONLINE,2026-07-08,Online,Net Banking,Completed
O023785,C00303,ST004,2025-08-25,Physical Store,UPI,Completed
O023786,C03620,ONLINE,2026-04-06,Online,UPI,Completed
O023787,C03395,ONLINE,2025-10-17,Online,UPI,Completed
O023788,C02534,ST004,2025-08-26,Physical Store,UPI,Completed
O023789,C04364,ST003,2025-06-25,Physical Store,Wallet,Completed
O023790,C03669,ONLINE,2025-01-29,Online,Debit Card,Completed
O023791,C03003,ST001,2026-05-19,Physical Store,Debit Card,Completed
O023792,C04302,ONLINE,2026-04-25,Online,Debit Card,Completed
O023793,C01072,ONLINE,2026-03-07,Online,Net Banking,Completed
O023794,C01290,ST003,2025-02-06,Physical Store,UPI,Completed
O023795,C00792,ST003,2024-12-25,Physical Store,Credit Card,Completed
O023796,C01104,ST004,2026-01-23,Physical Store,Credit Card,Completed
O023797,C03267,ST005,2025-01-09,Physical Store,Credit Card,Completed
O023798,C01909,ONLINE,2025-11-15,Online,Net Banking,Completed
O023799,C03567,ST002,2025-04-25,Physical Store,Debit Card,Completed
O023800,C02142,ST005,2026-07-25,Physical Store,Debit Card,Completed
O023801,C00320,ONLINE,2025-09-07,Online,Debit Card,Completed
O023802,C04698,ONLINE,2025-08-14,Online,UPI,Completed
O023803,C00422,ST004,2024-09-06,Physical Store,UPI,Cancelled
O023804,C02009,ST004,2026-01-13,Physical Store,UPI,Completed
O023805,C00783,ONLINE,2024-10-29,Online,Credit Card,Completed
O023806,C00004,ST002,2026-04-14,Physical Store,UPI,Completed
O023807,C04814,ONLINE,2024-08-31,Online,Net Banking,Completed
O023808,C00720,ONLINE,2026-03-24,Online,UPI,Completed
O023809,C02045,ONLINE,2025-01-20,Online,Credit Card,Completed
O023810,C00845,ST001,2026-01-06,Physical Store,Debit Card,Completed
O023811,C03295,ONLINE,2024-09-25,Online,UPI,Completed
O023812,C04973,ST002,2025-11-26,Physical Store,UPI,Completed
O023813,C03837,ONLINE,2024-12-25,Online,UPI,Completed
O023814,C04407,ST004,2025-06-28,Physical Store,UPI,Completed
O023815,C00875,ST005,2026-07-23,Physical Store,Credit Card,Completed
O023816,C00892,ONLINE,2026-01-10,Online,UPI,Completed
O023817,C00079,ONLINE,2024-11-08,Online,UPI,Completed
O023818,C02955,ST002,2025-10-30,Physical Store,UPI,Completed
O023819,C01770,ST005,2026-04-21,Physical Store,UPI,Completed
O023820,C03872,ONLINE,2024-10-05,Online,UPI,Completed
O023821,C01444,ONLINE,2025-10-26,Online,UPI,Completed
O023822,C03253,ONLINE,2024-11-29,Online,Debit Card,Completed
O023823,C02471,ONLINE,2025-02-14,Online,Debit Card,Completed
O023824,C02367,ST005,2025-07-30,Physical Store,Credit Card,Completed
O023825,C04327,ONLINE,2025-07-04,Online,UPI,Completed
O023826,C03690,ST002,2026-06-03,Physical Store,Credit Card,Completed
O023827,C01284,ONLINE,2026-01-25,Online,Wallet,Completed
O023828,C04022,ONLINE,2025-10-13,Online,UPI,Completed
O023829,C03649,ST005,2025-03-03,Physical Store,Wallet,Completed
O023830,C01717,ONLINE,2026-08-11,Online,UPI,Completed
O023831,C01794,ST003,2025-08-02,Physical Store,Debit Card,Completed
O023832,C02204,ST002,2024-10-11,Physical Store,UPI,Completed
O023833,C00864,ONLINE,2025-03-09,Online,Credit Card,Completed
O023834,C02091,ST004,2025-12-17,Physical Store,Credit Card,Completed
O023835,C02358,ST003,2025-05-29,Physical Store,Credit Card,Completed
O023836,C04721,ST005,2025-02-10,Physical Store,Net Banking,Completed
O023837,C02731,ST002,2024-12-12,Physical Store,UPI,Completed
O023838,C03484,ONLINE,2026-01-31,Online,UPI,Completed
O023839,C04369,ST004,2025-03-18,Physical Store,UPI,Cancelled
O023840,C00014,ONLINE,2024-10-09,Online,UPI,Completed
O023841,C00705,ONLINE,2026-04-16,Online,Net Banking,Completed
O023842,C01645,ONLINE,2025-04-21,Online,Credit Card,Completed
O023843,C01483,ONLINE,2026-02-17,Online,UPI,Completed
O023844,C04341,ONLINE,2025-12-15,Online,UPI,Completed
O023845,C02194,ONLINE,2025-10-19,Online,Credit Card,Completed
O023846,C02877,ST001,2025-06-05,Physical Store,Debit Card,Completed
O023847,C04042,ONLINE,2025-01-29,Online,UPI,Completed
O023848,C02565,ONLINE,2025-02-11,Online,Debit Card,Completed
O023849,C01636,ST002,2025-06-13,Physical Store,UPI,Completed
O023850,C04626,ONLINE,2024-12-23,Online,Credit Card,Completed
O023851,C01980,ONLINE,2024-11-17,Online,Net Banking,Completed
O023852,C04307,ONLINE,2025-02-26,Online,Debit Card,Completed
O023853,C04900,ONLINE,2026-03-16,Online,Net Banking,Completed
O023854,C03134,ONLINE,2025-02-18,Online,UPI,Completed
O023855,C04770,ONLINE,2025-10-04,Online,UPI,Completed
O023856,C04289,ONLINE,2026-06-12,Online,UPI,Completed
O023857,C03607,ONLINE,2024-12-30,Online,UPI,Completed
O023858,C01045,ST002,2026-07-03,Physical Store,UPI,Completed
O023859,C01327,ST005,2025-04-14,Physical Store,Credit Card,Returned
O023860,C02656,ONLINE,2026-06-16,Online,Debit Card,Completed
O023861,C03654,ONLINE,2025-10-29,Online,Credit Card,Completed
O023862,C04085,ST001,2024-08-19,Physical Store,UPI,Completed
O023863,C03939,ONLINE,2024-12-31,Online,UPI,Completed
O023864,C02391,ONLINE,2025-01-12,Online,UPI,Completed
O023865,C04198,ONLINE,2025-08-26,Online,UPI,Completed
O023866,C00192,ONLINE,2025-03-22,Online,Credit Card,Returned
O023867,C03397,ONLINE,2026-06-29,Online,Credit Card,Completed
O023868,C04010,ONLINE,2025-10-06,Online,Credit Card,Completed
O023869,C03173,ST002,2024-12-19,Physical Store,Debit Card,Completed
O023870,C02447,ST002,2024-09-16,Physical Store,Debit Card,Completed
O023871,C00459,ONLINE,2024-10-27,Online,Wallet,Cancelled
O023872,C02539,ST002,2025-10-14,Physical Store,Credit Card,Completed
O023873,C03208,ONLINE,2025-02-12,Online,Debit Card,Completed
O023874,C03847,ONLINE,2026-04-18,Online,Credit Card,Completed
O023875,C01280,ST004,2024-09-21,Physical Store,Net Banking,Completed
O023876,C03573,ONLINE,2025-06-26,Online,UPI,Completed
O023877,C00265,ONLINE,2025-08-30,Online,UPI,Completed
O023878,C01784,ST004,2025-05-24,Physical Store,Wallet,Completed
O023879,C03772,ST001,2025-08-31,Physical Store,Net Banking,Completed
O023880,C01424,ST005,2026-07-04,Physical Store,Net Banking,Completed
O023881,C01660,ONLINE,2025-08-23,Online,UPI,Completed
O023882,C04495,ST005,2024-09-18,Physical Store,UPI,Cancelled
O023883,C01107,ST004,2025-01-14,Physical Store,Debit Card,Completed
O023884,C02608,ONLINE,2025-06-12,Online,UPI,Completed
O023885,C02546,ONLINE,2026-01-12,Online,Debit Card,Cancelled
O023886,C01376,ONLINE,2025-08-07,Online,Credit Card,Completed
O023887,C04852,ONLINE,2026-04-02,Online,Credit Card,Cancelled
O023888,C03279,ONLINE,2025-11-23,Online,Credit Card,Completed
O023889,C02977,ONLINE,2024-09-08,Online,Credit Card,Completed
O023890,C01889,ST004,2025-08-20,Physical Store,UPI,Returned
O023891,C00694,ONLINE,2025-03-30,Online,Debit Card,Completed
O023892,C02301,ST004,2024-10-11,Physical Store,UPI,Cancelled
O023893,C02240,ST002,2024-11-29,Physical Store,UPI,Completed
O023894,C04132,ONLINE,2024-11-02,Online,Credit Card,Returned
O023895,C04681,ONLINE,2026-04-13,Online,UPI,Completed
O023896,C04641,ST002,2025-12-30,Physical Store,Wallet,Completed
O023897,C03479,ONLINE,2026-01-03,Online,Credit Card,Completed
O023898,C04593,ONLINE,2025-01-24,Online,UPI,Completed
O023899,C02789,ST001,2024-11-22,Physical Store,UPI,Completed
O023900,C03248,ONLINE,2025-02-22,Online,UPI,Completed
O023901,C02920,ONLINE,2026-05-01,Online,Debit Card,Completed
O023902,C04820,ST004,2025-04-30,Physical Store,UPI,Completed
O023903,C03632,ST003,2025-11-02,Physical Store,UPI,Completed
O023904,C04042,ST004,2026-07-20,Physical Store,Credit Card,Completed
O023905,C01336,ONLINE,2026-04-04,Online,UPI,Completed
O023906,C04533,ST003,2025-12-17,Physical Store,Net Banking,Completed
O023907,C02302,ONLINE,2024-12-17,Online,Credit Card,Completed
O023908,C03978,ST004,2025-02-13,Physical Store,Debit Card,Completed
O023909,C04180,ONLINE,2025-09-01,Online,UPI,Completed
O023910,C03323,ST002,2026-08-17,Physical Store,Debit Card,Completed
O023911,C03221,ONLINE,2025-05-03,Online,Debit Card,Completed
O023912,C00810,ST004,2024-09-01,Physical Store,Net Banking,Completed
O023913,C02507,ONLINE,2026-04-15,Online,UPI,Completed
O023914,C00718,ONLINE,2026-01-30,Online,Credit Card,Completed
O023915,C04386,ONLINE,2025-11-14,Online,UPI,Cancelled
O023916,C02324,ONLINE,2025-06-29,Online,Credit Card,Completed
O023917,C01450,ONLINE,2026-03-06,Online,UPI,Completed
O023918,C03704,ONLINE,2026-07-10,Online,UPI,Completed
O023919,C04105,ST003,2025-03-21,Physical Store,Debit Card,Completed
O023920,C01241,ONLINE,2026-07-18,Online,UPI,Completed
O023921,C01589,ONLINE,2024-12-29,Online,Wallet,Completed
O023922,C00331,ST005,2026-07-10,Physical Store,UPI,Completed
O023923,C04394,ONLINE,2024-11-01,Online,Net Banking,Completed
O023924,C01813,ONLINE,2024-08-28,Online,UPI,Completed
O023925,C01828,ONLINE,2025-12-24,Online,UPI,Completed
O023926,C04420,ST004,2026-06-21,Physical Store,UPI,Completed
O023927,C02732,ONLINE,2025-02-24,Online,Net Banking,Cancelled
O023928,C03774,ST005,2026-01-06,Physical Store,Credit Card,Completed
O023929,C02579,ST004,2025-10-17,Physical Store,UPI,Completed
O023930,C01505,ST002,2025-05-20,Physical Store,Credit Card,Completed
O023931,C04744,ST001,2026-05-18,Physical Store,Debit Card,Completed
O023932,C03836,ST001,2025-07-15,Physical Store,Debit Card,Completed
O023933,C03507,ONLINE,2025-08-15,Online,UPI,Completed
O023934,C01529,ST004,2024-08-31,Physical Store,Credit Card,Completed
O023935,C03181,ST004,2025-02-18,Physical Store,Debit Card,Completed
O023936,C01364,ONLINE,2025-03-26,Online,Debit Card,Completed
O023937,C04888,ONLINE,2026-04-29,Online,Debit Card,Completed
O023938,C03555,ST001,2025-11-06,Physical Store,UPI,Completed
O023939,C03427,ST004,2025-06-11,Physical Store,UPI,Completed
O023940,C03468,ST005,2025-07-11,Physical Store,UPI,Completed
O023941,C03570,ST002,2025-03-19,Physical Store,UPI,Completed
O023942,C01861,ST001,2026-01-12,Physical Store,Credit Card,Completed
O023943,C03995,ST003,2025-11-16,Physical Store,UPI,Completed
O023944,C03523,ONLINE,2024-12-04,Online,Net Banking,Completed
O023945,C03687,ST002,2024-11-19,Physical Store,UPI,Completed
O023946,C02245,ST005,2025-09-26,Physical Store,Credit Card,Completed
O023947,C03132,ONLINE,2025-10-16,Online,Debit Card,Completed
O023948,C01595,ST001,2025-11-26,Physical Store,UPI,Completed
O023949,C02143,ONLINE,2026-05-23,Online,UPI,Completed
O023950,C04290,ST002,2025-05-28,Physical Store,Debit Card,Returned
O023951,C01581,ST004,2026-04-11,Physical Store,UPI,Completed
O023952,C00636,ONLINE,2025-12-02,Online,Credit Card,Completed
O023953,C00238,ONLINE,2026-05-18,Online,Wallet,Completed
O023954,C01782,ST001,2025-01-01,Physical Store,UPI,Completed
O023955,C01173,ONLINE,2025-02-22,Online,UPI,Completed
O023956,C00293,ONLINE,2024-12-06,Online,Debit Card,Completed
O023957,C00056,ST002,2025-09-21,Physical Store,Credit Card,Completed
O023958,C02200,ST001,2026-06-30,Physical Store,Wallet,Completed
O023959,C02125,ONLINE,2026-01-10,Online,UPI,Completed
O023960,C02803,ONLINE,2025-03-21,Online,Debit Card,Completed
O023961,C03084,ONLINE,2025-09-11,Online,Debit Card,Returned
O023962,C00637,ST003,2025-10-16,Physical Store,Credit Card,Completed
O023963,C01753,ONLINE,2026-03-07,Online,Credit Card,Completed
O023964,C04198,ONLINE,2026-06-10,Online,Debit Card,Returned
O023965,C02724,ONLINE,2026-01-18,Online,Net Banking,Completed
O023966,C02274,ONLINE,2024-11-11,Online,UPI,Completed
O023967,C01078,ONLINE,2024-12-12,Online,Debit Card,Completed
O023968,C03471,ST005,2025-04-01,Physical Store,UPI,Completed
